measurementID,eventID,measurementType,measurementValue,measurementUnit,measurementDeterminedDate,measurementMethod,measurementRemarks
NP13R1_20210526_S15,NP13R1_20210526,oxidizable organic matter,3.87,percentage,20210526,Redox titration (PNT-FQ-613),https://vocabs.lter-europe.net/envthes/en/page/20887
NP13R1_20210526_S16,NP13R1_20210526,soil pH value,8.08,pH units,20210526,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
NP13R1_20210526_S18,NP13R1_20210526,EEZ soil pH value,8.08,pH units,20210526,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
NP13R1_20210526_S17,NP13R1_20210526,pH value,7.62,pH units,20210526,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/21459
NP13R2_20210526_S01,NP13R2_20210526,total phosphorus,0.012211598110198974,percentage,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20863
NP13R2_20210526_S14,NP13R2_20210526,phosphorus available,0.012211598110198974,(P2O5) mg kg -1,20210526,NaHCO3,https://vocabs.lter-europe.net/envthes/en/page/20854
NP13R2_20210526_S03,NP13R2_20210526,soil moisture,9.46215139442225,percentage,20210526,Gravimetry,https://vocabs.lter-europe.net/envthes/en/page/20745
NP13R2_20210526_S06,NP13R2_20210526,iron,2.69579189453125,?,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20827
NP13R2_20210526_S07,NP13R2_20210526,potassium,1.33749345703125,percentage,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20864
NP13R2_20210526_S08,NP13R2_20210526,magnesium,2.7816431640625,percentage,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20829
NP13R2_20210526_S09,NP13R2_20210526,sodium,0.06378981018066407,percentage,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20867
NP13R2_20210526_S10,NP13R2_20210526,nitrogen,0.207145,percentage,20210526,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20832
NP13R2_20210526_S11,NP13R2_20210526,carbon,6.925,percentage,20210526,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20805
NP13R2_20210526_S12,NP13R2_20210526,carbon to nitrogen ratio,33.430688648048466,ratio,20210526,Calculated from pre-found variables (C/N),https://vocabs.lter-europe.net/envthes/en/page/21933
NP13R2_20210526_S13,NP13R2_20210526,cation exchange capacity,19,cmol(+)kg-1,20210526,Sodium acetate,https://vocabs.lter-europe.net/envthes/en/page/22084
NP13R2_20210526_S15,NP13R2_20210526,oxidizable organic matter,3.38,percentage,20210526,Redox titration (PNT-FQ-613),https://vocabs.lter-europe.net/envthes/en/page/20887
NP13R2_20210526_S16,NP13R2_20210526,soil pH value,7.61,pH units,20210526,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
NP13R2_20210526_S18,NP13R2_20210526,EEZ soil pH value,7.61,pH units,20210526,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
NP13R2_20210526_S17,NP13R2_20210526,pH value,7.37,pH units,20210526,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/21459
NP13R3_20210526_S01,NP13R3_20210526,total phosphorus,0.014188771533966065,percentage,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20863
NP13R3_20210526_S14,NP13R3_20210526,phosphorus available,0.014188771533966065,(P2O5) mg kg -1,20210526,NaHCO3,https://vocabs.lter-europe.net/envthes/en/page/20854
NP13R3_20210526_S03,NP13R3_20210526,soil moisture,9.798775153105836,percentage,20210526,Gravimetry,https://vocabs.lter-europe.net/envthes/en/page/20745
NP13R3_20210526_S06,NP13R3_20210526,iron,3.17298837890625,?,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20827
NP13R3_20210526_S07,NP13R3_20210526,potassium,1.5279392578125,percentage,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20864
NP13R3_20210526_S08,NP13R3_20210526,magnesium,3.08772294921875,percentage,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20829
NP13R3_20210526_S09,NP13R3_20210526,sodium,0.06157367858886719,percentage,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20867
NP13R3_20210526_S10,NP13R3_20210526,nitrogen,0.21959499999999998,percentage,20210526,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20832
NP13R3_20210526_S11,NP13R3_20210526,carbon,6.655,percentage,20210526,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20805
NP13R3_20210526_S12,NP13R3_20210526,carbon to nitrogen ratio,30.30579020469501,ratio,20210526,Calculated from pre-found variables (C/N),https://vocabs.lter-europe.net/envthes/en/page/21933
NP13R3_20210526_S13,NP13R3_20210526,cation exchange capacity,20,cmol(+)kg-1,20210526,Sodium acetate,https://vocabs.lter-europe.net/envthes/en/page/22084
NP13R3_20210526_S15,NP13R3_20210526,oxidizable organic matter,2.59,percentage,20210526,Redox titration (PNT-FQ-613),https://vocabs.lter-europe.net/envthes/en/page/20887
NP13R3_20210526_S16,NP13R3_20210526,soil pH value,7.57,pH units,20210526,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
NP13R3_20210526_S18,NP13R3_20210526,EEZ soil pH value,7.57,pH units,20210526,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
NP13R3_20210526_S17,NP13R3_20210526,pH value,7.12,pH units,20210526,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/21459
NP13R4_20210526_S01,NP13R4_20210526,total phosphorus,0.014425019454956054,percentage,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20863
NP13R4_20210526_S14,NP13R4_20210526,phosphorus available,0.014425019454956054,(P2O5) mg kg -1,20210526,NaHCO3,https://vocabs.lter-europe.net/envthes/en/page/20854
NP13R4_20210526_S03,NP13R4_20210526,soil moisture,11.31059245960509,percentage,20210526,Gravimetry,https://vocabs.lter-europe.net/envthes/en/page/20745
NP13R4_20210526_S06,NP13R4_20210526,iron,3.22637685546875,?,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20827
NP13R4_20210526_S07,NP13R4_20210526,potassium,1.411502197265625,percentage,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20864
NP13R4_20210526_S08,NP13R4_20210526,magnesium,2.4559841796875,percentage,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20829
NP13R4_20210526_S09,NP13R4_20210526,sodium,0.061439697265625,percentage,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20867
NP13R4_20210526_S10,NP13R4_20210526,nitrogen,0.234075,percentage,20210526,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20832
NP13R4_20210526_S11,NP13R4_20210526,carbon,6.36,percentage,20210526,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20805
NP13R4_20210526_S12,NP13R4_20210526,carbon to nitrogen ratio,27.170778596603654,ratio,20210526,Calculated from pre-found variables (C/N),https://vocabs.lter-europe.net/envthes/en/page/21933
NP13R4_20210526_S13,NP13R4_20210526,cation exchange capacity,21,cmol(+)kg-1,20210526,Sodium acetate,https://vocabs.lter-europe.net/envthes/en/page/22084
NP13R4_20210526_S15,NP13R4_20210526,oxidizable organic matter,2.83,percentage,20210526,Redox titration (PNT-FQ-613),https://vocabs.lter-europe.net/envthes/en/page/20887
NP13R4_20210526_S16,NP13R4_20210526,soil pH value,8.01,pH units,20210526,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
NP13R4_20210526_S18,NP13R4_20210526,EEZ soil pH value,8.01,pH units,20210526,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
NP13R4_20210526_S17,NP13R4_20210526,pH value,7.11,pH units,20210526,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/21459
NP13E1_20210526_S01,NP13E1_20210526,total phosphorus,0.014408875179290771,percentage,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20863
NP13E1_20210526_S14,NP13E1_20210526,phosphorus available,0.014408875179290771,(P2O5) mg kg -1,20210526,NaHCO3,https://vocabs.lter-europe.net/envthes/en/page/20854
NP13E1_20210526_S03,NP13E1_20210526,soil moisture,10.104768432390117,percentage,20210526,Gravimetry,https://vocabs.lter-europe.net/envthes/en/page/20745
NP13E1_20210526_S06,NP13E1_20210526,iron,2.887528125,?,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20827
NP13E1_20210526_S07,NP13E1_20210526,potassium,1.314189013671875,percentage,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20864
NP13E1_20210526_S08,NP13E1_20210526,magnesium,2.77607158203125,percentage,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20829
NP13E1_20210526_S09,NP13E1_20210526,sodium,0.08104646301269532,percentage,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20867
NP13E1_20210526_S10,NP13E1_20210526,nitrogen,0.29866,percentage,20210526,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20832
NP13E1_20210526_S11,NP13E1_20210526,carbon,6.925000000000001,percentage,20210526,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20805
NP13E1_20210526_S12,NP13E1_20210526,carbon to nitrogen ratio,23.186901493336908,ratio,20210526,Calculated from pre-found variables (C/N),https://vocabs.lter-europe.net/envthes/en/page/21933
NP13E1_20210526_S13,NP13E1_20210526,cation exchange capacity,19,cmol(+)kg-1,20210526,Sodium acetate,https://vocabs.lter-europe.net/envthes/en/page/22084
NP13E1_20210526_S15,NP13E1_20210526,oxidizable organic matter,3.99,percentage,20210526,Redox titration (PNT-FQ-613),https://vocabs.lter-europe.net/envthes/en/page/20887
NP13E1_20210526_S16,NP13E1_20210526,soil pH value,7.9,pH units,20210526,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
NP13E1_20210526_S18,NP13E1_20210526,EEZ soil pH value,7.9,pH units,20210526,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
NP13E1_20210526_S17,NP13E1_20210526,pH value,7.24,pH units,20210526,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/21459
NP13E2_20210526_S01,NP13E2_20210526,total phosphorus,0.015418586540222169,percentage,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20863
NP13E2_20210526_S14,NP13E2_20210526,phosphorus available,0.015418586540222169,(P2O5) mg kg -1,20210526,NaHCO3,https://vocabs.lter-europe.net/envthes/en/page/20854
NP13E2_20210526_S03,NP13E2_20210526,soil moisture,7.143549481438484,percentage,20210526,Gravimetry,https://vocabs.lter-europe.net/envthes/en/page/20745
NP13E2_20210526_S06,NP13E2_20210526,iron,3.3355234375,?,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20827
NP13E2_20210526_S07,NP13E2_20210526,potassium,1.22180322265625,percentage,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20864
NP13E2_20210526_S08,NP13E2_20210526,magnesium,2.9822908203125,percentage,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20829
NP13E2_20210526_S09,NP13E2_20210526,sodium,0.12019593505859374,percentage,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20867
NP13E2_20210526_S10,NP13E2_20210526,nitrogen,0.09024499999999999,percentage,20210526,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20832
NP13E2_20210526_S11,NP13E2_20210526,carbon,3.25,percentage,20210526,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20805
NP13E2_20210526_S12,NP13E2_20210526,carbon to nitrogen ratio,36.013075516649124,ratio,20210526,Calculated from pre-found variables (C/N),https://vocabs.lter-europe.net/envthes/en/page/21933
NP13E2_20210526_S13,NP13E2_20210526,cation exchange capacity,19,cmol(+)kg-1,20210526,Sodium acetate,https://vocabs.lter-europe.net/envthes/en/page/22084
NP13E2_20210526_S15,NP13E2_20210526,oxidizable organic matter,1.45,percentage,20210526,Redox titration (PNT-FQ-613),https://vocabs.lter-europe.net/envthes/en/page/20887
NP13E2_20210526_S16,NP13E2_20210526,soil pH value,7.89,pH units,20210526,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
NP13E2_20210526_S18,NP13E2_20210526,EEZ soil pH value,7.89,pH units,20210526,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
NP13E2_20210526_S17,NP13E2_20210526,pH value,7.63,pH units,20210526,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/21459
PR15R1_20210526_S01,PR15R1_20210526,total phosphorus,0.01262185287475586,percentage,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20863
PR15R1_20210526_S14,PR15R1_20210526,phosphorus available,0.01262185287475586,(P2O5) mg kg -1,20210526,NaHCO3,https://vocabs.lter-europe.net/envthes/en/page/20854
PR15R1_20210526_S03,PR15R1_20210526,soil moisture,13.461721803794433,percentage,20210526,Gravimetry,https://vocabs.lter-europe.net/envthes/en/page/20745
PR15R1_20210526_S06,PR15R1_20210526,iron,2.5196384765625,?,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20827
PR15R1_20210526_S07,PR15R1_20210526,potassium,0.8767306396484374,percentage,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20864
PR15R1_20210526_S08,PR15R1_20210526,magnesium,1.653505078125,percentage,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20829
PR15R1_20210526_S09,PR15R1_20210526,sodium,0.106697216796875,percentage,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20867
PR15R1_20210526_S10,PR15R1_20210526,nitrogen,0.22358499999999998,percentage,20210526,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20832
PR15R1_20210526_S11,PR15R1_20210526,carbon,8.02,percentage,20210526,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20805
PR15R1_20210526_S12,PR15R1_20210526,carbon to nitrogen ratio,35.87002705906031,ratio,20210526,Calculated from pre-found variables (C/N),https://vocabs.lter-europe.net/envthes/en/page/21933
PR15R1_20210526_S13,PR15R1_20210526,cation exchange capacity,21,cmol(+)kg-1,20210526,Sodium acetate,https://vocabs.lter-europe.net/envthes/en/page/22084
PR15R1_20210526_S15,PR15R1_20210526,oxidizable organic matter,3.36,percentage,20210526,Redox titration (PNT-FQ-613),https://vocabs.lter-europe.net/envthes/en/page/20887
PR15R1_20210526_S16,PR15R1_20210526,soil pH value,7.88,pH units,20210526,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
PR15R1_20210526_S18,PR15R1_20210526,EEZ soil pH value,7.88,pH units,20210526,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
PR15R1_20210526_S17,PR15R1_20210526,pH value,7.61,pH units,20210526,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/21459
PR15R2_20210526_S01,PR15R2_20210526,total phosphorus,0.01158317928314209,percentage,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20863
PR15R2_20210526_S14,PR15R2_20210526,phosphorus available,0.01158317928314209,(P2O5) mg kg -1,20210526,NaHCO3,https://vocabs.lter-europe.net/envthes/en/page/20854
PR15R2_20210526_S03,PR15R2_20210526,soil moisture,12.377285851780627,percentage,20210526,Gravimetry,https://vocabs.lter-europe.net/envthes/en/page/20745
PR15R2_20210526_S06,PR15R2_20210526,iron,2.216873046875,?,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20827
PR15R2_20210526_S07,PR15R2_20210526,potassium,0.9319955322265625,percentage,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20864
PR15R2_20210526_S08,PR15R2_20210526,magnesium,2.31562578125,percentage,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20829
PR15R2_20210526_S09,PR15R2_20210526,sodium,0.114814501953125,percentage,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20867
PR15R2_20210526_S10,PR15R2_20210526,nitrogen,0.149705,percentage,20210526,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20832
PR15R2_20210526_S11,PR15R2_20210526,carbon,7.79,percentage,20210526,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20805
PR15R2_20210526_S12,PR15R2_20210526,carbon to nitrogen ratio,52.03567015129755,ratio,20210526,Calculated from pre-found variables (C/N),https://vocabs.lter-europe.net/envthes/en/page/21933
PR15R2_20210526_S13,PR15R2_20210526,cation exchange capacity,20,cmol(+)kg-1,20210526,Sodium acetate,https://vocabs.lter-europe.net/envthes/en/page/22084
PR15R2_20210526_S15,PR15R2_20210526,oxidizable organic matter,2.56,percentage,20210526,Redox titration (PNT-FQ-613),https://vocabs.lter-europe.net/envthes/en/page/20887
PR15R2_20210526_S16,PR15R2_20210526,soil pH value,7.7,pH units,20210526,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
PR15R2_20210526_S18,PR15R2_20210526,EEZ soil pH value,7.7,pH units,20210526,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
PR15R2_20210526_S17,PR15R2_20210526,pH value,7.71,pH units,20210526,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/21459
PR15R3_20210526_S01,PR15R3_20210526,total phosphorus,0.013221125411987304,percentage,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20863
PR15R3_20210526_S14,PR15R3_20210526,phosphorus available,0.013221125411987304,(P2O5) mg kg -1,20210526,NaHCO3,https://vocabs.lter-europe.net/envthes/en/page/20854
PR15R3_20210526_S03,PR15R3_20210526,soil moisture,12.637416091059478,percentage,20210526,Gravimetry,https://vocabs.lter-europe.net/envthes/en/page/20745
PR15R3_20210526_S06,PR15R3_20210526,iron,2.68407958984375,?,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20827
PR15R3_20210526_S07,PR15R3_20210526,potassium,1.05548583984375,percentage,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20864
PR15R3_20210526_S08,PR15R3_20210526,magnesium,1.2299513671875,percentage,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20829
PR15R3_20210526_S09,PR15R3_20210526,sodium,0.07195393676757812,percentage,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20867
PR15R3_20210526_S10,PR15R3_20210526,nitrogen,0.25437,percentage,20210526,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20832
PR15R3_20210526_S11,PR15R3_20210526,carbon,7.165,percentage,20210526,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20805
PR15R3_20210526_S12,PR15R3_20210526,carbon to nitrogen ratio,28.167629830561783,ratio,20210526,Calculated from pre-found variables (C/N),https://vocabs.lter-europe.net/envthes/en/page/21933
PR15R3_20210526_S13,PR15R3_20210526,cation exchange capacity,18,cmol(+)kg-1,20210526,Sodium acetate,https://vocabs.lter-europe.net/envthes/en/page/22084
PR15R3_20210526_S15,PR15R3_20210526,oxidizable organic matter,3.99,percentage,20210526,Redox titration (PNT-FQ-613),https://vocabs.lter-europe.net/envthes/en/page/20887
PR15R3_20210526_S16,PR15R3_20210526,soil pH value,7.71,pH units,20210526,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
PR15R3_20210526_S18,PR15R3_20210526,EEZ soil pH value,7.71,pH units,20210526,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
PR15R3_20210526_S17,PR15R3_20210526,pH value,7.71,pH units,20210526,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/21459
PR15R4_20210526_S01,PR15R4_20210526,total phosphorus,0.012533851432800292,percentage,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20863
PR15R4_20210526_S14,PR15R4_20210526,phosphorus available,0.012533851432800292,(P2O5) mg kg -1,20210526,NaHCO3,https://vocabs.lter-europe.net/envthes/en/page/20854
PR15R4_20210526_S03,PR15R4_20210526,soil moisture,11.970288543948172,percentage,20210526,Gravimetry,https://vocabs.lter-europe.net/envthes/en/page/20745
PR15R4_20210526_S06,PR15R4_20210526,iron,2.07684541015625,?,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20827
PR15R4_20210526_S07,PR15R4_20210526,potassium,0.7303911865234375,percentage,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20864
PR15R4_20210526_S08,PR15R4_20210526,magnesium,1.489927734375,percentage,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20829
PR15R4_20210526_S09,PR15R4_20210526,sodium,0.048131385803222654,percentage,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20867
PR15R4_20210526_S10,PR15R4_20210526,nitrogen,0.181545,percentage,20210526,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20832
PR15R4_20210526_S11,PR15R4_20210526,carbon,9.015,percentage,20210526,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20805
PR15R4_20210526_S12,PR15R4_20210526,carbon to nitrogen ratio,49.657109807485746,ratio,20210526,Calculated from pre-found variables (C/N),https://vocabs.lter-europe.net/envthes/en/page/21933
PR15R4_20210526_S13,PR15R4_20210526,cation exchange capacity,21,cmol(+)kg-1,20210526,Sodium acetate,https://vocabs.lter-europe.net/envthes/en/page/22084
PR15R4_20210526_S15,PR15R4_20210526,oxidizable organic matter,2.92,percentage,20210526,Redox titration (PNT-FQ-613),https://vocabs.lter-europe.net/envthes/en/page/20887
PR15R4_20210526_S16,PR15R4_20210526,soil pH value,7.52,pH units,20210526,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
PR15R4_20210526_S18,PR15R4_20210526,EEZ soil pH value,7.52,pH units,20210526,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
PR15R4_20210526_S17,PR15R4_20210526,pH value,6.98,pH units,20210526,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/21459
PR15E1_20210526_S01,PR15E1_20210526,total phosphorus,0.0067522665023803715,percentage,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20863
PR15E1_20210526_S14,PR15E1_20210526,phosphorus available,0.0067522665023803715,(P2O5) mg kg -1,20210526,NaHCO3,https://vocabs.lter-europe.net/envthes/en/page/20854
PR15E1_20210526_S03,PR15E1_20210526,soil moisture,15.708023973521748,percentage,20210526,Gravimetry,https://vocabs.lter-europe.net/envthes/en/page/20745
PR15E1_20210526_S06,PR15E1_20210526,iron,1.95808857421875,?,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20827
PR15E1_20210526_S07,PR15E1_20210526,potassium,0.899710498046875,percentage,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20864
PR15E1_20210526_S08,PR15E1_20210526,magnesium,1.567798486328125,percentage,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20829
PR15E1_20210526_S09,PR15E1_20210526,sodium,0.07896775207519531,percentage,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20867
PR15E1_20210526_S10,PR15E1_20210526,nitrogen,0.22888999999999998,percentage,20210526,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20832
PR15E1_20210526_S11,PR15E1_20210526,carbon,8.870000000000001,percentage,20210526,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20805
PR15E1_20210526_S12,PR15E1_20210526,carbon to nitrogen ratio,38.752239066800655,ratio,20210526,Calculated from pre-found variables (C/N),https://vocabs.lter-europe.net/envthes/en/page/21933
PR15E1_20210526_S13,PR15E1_20210526,cation exchange capacity,20,cmol(+)kg-1,20210526,Sodium acetate,https://vocabs.lter-europe.net/envthes/en/page/22084
PR15E1_20210526_S15,PR15E1_20210526,oxidizable organic matter,3.7,percentage,20210526,Redox titration (PNT-FQ-613),https://vocabs.lter-europe.net/envthes/en/page/20887
PR15E1_20210526_S16,PR15E1_20210526,soil pH value,7.37,pH units,20210526,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
PR15E1_20210526_S18,PR15E1_20210526,EEZ soil pH value,7.37,pH units,20210526,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
PR15E1_20210526_S17,PR15E1_20210526,pH value,6.95,pH units,20210526,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/21459
PR15E2_20210526_S01,PR15E2_20210526,total phosphorus,0.014930070304870605,percentage,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20863
PR15E2_20210526_S14,PR15E2_20210526,phosphorus available,0.014930070304870605,(P2O5) mg kg -1,20210526,NaHCO3,https://vocabs.lter-europe.net/envthes/en/page/20854
PR15E2_20210526_S03,PR15E2_20210526,soil moisture,13.472235316300583,percentage,20210526,Gravimetry,https://vocabs.lter-europe.net/envthes/en/page/20745
PR15E2_20210526_S06,PR15E2_20210526,iron,2.21054580078125,?,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20827
PR15E2_20210526_S07,PR15E2_20210526,potassium,0.8367638671875,percentage,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20864
PR15E2_20210526_S08,PR15E2_20210526,magnesium,1.57476455078125,percentage,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20829
PR15E2_20210526_S09,PR15E2_20210526,sodium,0.07424433288574218,percentage,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20867
PR15E2_20210526_S10,PR15E2_20210526,nitrogen,0.193185,percentage,20210526,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20832
PR15E2_20210526_S11,PR15E2_20210526,carbon,8.585,percentage,20210526,Dumas method,https://vocabs.lter-europe.net/envthes/en/page/20805
PR15E2_20210526_S12,PR15E2_20210526,carbon to nitrogen ratio,44.439268059114326,ratio,20210526,Calculated from pre-found variables (C/N),https://vocabs.lter-europe.net/envthes/en/page/21933
PR15E2_20210526_S13,PR15E2_20210526,cation exchange capacity,21,cmol(+)kg-1,20210526,Sodium acetate,https://vocabs.lter-europe.net/envthes/en/page/22084
PR15E2_20210526_S15,PR15E2_20210526,oxidizable organic matter,3.54,percentage,20210526,Redox titration (PNT-FQ-613),https://vocabs.lter-europe.net/envthes/en/page/20887
PR15E2_20210526_S16,PR15E2_20210526,soil pH value,7.46,pH units,20210526,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
PR15E2_20210526_S18,PR15E2_20210526,EEZ soil pH value,7.46,pH units,20210526,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/22264
PR15E2_20210526_S17,PR15E2_20210526,pH value,6.96,pH units,20210526,Potentiometry,https://vocabs.lter-europe.net/envthes/en/page/21459
PR16R1_20210526_S01,PR16R1_20210526,total phosphorus,0.014825380706787109,percentage,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20863
PR16R1_20210526_S14,PR16R1_20210526,phosphorus available,0.014825380706787109,(P2O5) mg kg -1,20210526,NaHCO3,https://vocabs.lter-europe.net/envthes/en/page/20854
PR16R1_20210526_S03,PR16R1_20210526,soil moisture,10.044729677168363,percentage,20210526,Gravimetry,https://vocabs.lter-europe.net/envthes/en/page/20745
PR16R1_20210526_S06,PR16R1_20210526,iron,2.96176640625,?,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20827
PR16R1_20210526_S07,PR16R1_20210526,potassium,1.6008934814453124,percentage,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20864
PR16R1_20210526_S08,PR16R1_20210526,magnesium,2.59034921875,percentage,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20829
PR16R1_20210526_S09,PR16R1_20210526,sodium,0.03793248748779297,percentage,20210526,ICP-optical,https://vocabs.lter-europe.net/envthes/en/page/20867
