measurementID,eventID,measurementType,measurementValue,measurementUnit,measurementDeterminedDate,measurementMethod,measurementRemarks
P04Q1_20181121_V04,P04Q1_20181121,maximum height,41.17,centimeters,20181121,Plot: Field measurement of species height; Transect: Line-Intercept,https://vocabs.lter-europe.net/envthes/en/page/21555
P11Q4_20201117_V01,P11Q4_20201117,vegetation cover,12.799999999999999,percentage,20201117,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P11Q4_20210519_V01,P11Q4_20210519,vegetation cover,18.6,percentage,20210519,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P11Q5_20181121_V01,P11Q5_20181121,vegetation cover,12.599999999999998,percentage,20181121,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P11Q5_20190604_V01,P11Q5_20190604,vegetation cover,6.409999999999999,percentage,20190604,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P11Q5_20191218_V01,P11Q5_20191218,vegetation cover,10.1,percentage,20191218,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P11Q5_20200519_V01,P11Q5_20200519,vegetation cover,38.70000000000001,percentage,20200519,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P11Q5_20201117_V01,P11Q5_20201117,vegetation cover,10.2,percentage,20201117,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P11Q5_20210519_V01,P11Q5_20210519,vegetation cover,26,percentage,20210519,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P11Q6_20181121_V01,P11Q6_20181121,vegetation cover,46.2,percentage,20181121,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P11Q6_20190604_V01,P11Q6_20190604,vegetation cover,5.2,percentage,20190604,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P11Q6_20191218_V01,P11Q6_20191218,vegetation cover,9.75,percentage,20191218,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P11Q6_20200519_V01,P11Q6_20200519,vegetation cover,32,percentage,20200519,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P11Q6_20201117_V01,P11Q6_20201117,vegetation cover,26.200000000000003,percentage,20201117,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P11Q6_20210519_V01,P11Q6_20210519,vegetation cover,31.200000000000003,percentage,20210519,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P11Q7_20181121_V01,P11Q7_20181121,vegetation cover,99.59999999999998,percentage,20181121,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P11Q7_20190604_V01,P11Q7_20190604,vegetation cover,5.1,percentage,20190604,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P11Q7_20191218_V01,P11Q7_20191218,vegetation cover,21.400000000000006,percentage,20191218,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P11Q7_20200519_V01,P11Q7_20200519,vegetation cover,54.70000000000001,percentage,20200519,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P11Q7_20201117_V01,P11Q7_20201117,vegetation cover,50.50000000000001,percentage,20201117,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P11Q7_20210519_V01,P11Q7_20210519,vegetation cover,65.2,percentage,20210519,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P11Q8_20181121_V01,P11Q8_20181121,vegetation cover,90.1,percentage,20181121,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P11Q8_20190604_V01,P11Q8_20190604,vegetation cover,5.56,percentage,20190604,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P11Q8_20191218_V01,P11Q8_20191218,vegetation cover,17.900000000000006,percentage,20191218,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P11Q8_20200519_V01,P11Q8_20200519,vegetation cover,24.599999999999998,percentage,20200519,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P11Q8_20201117_V01,P11Q8_20201117,vegetation cover,24.700000000000003,percentage,20201117,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P11Q8_20210519_V01,P11Q8_20210519,vegetation cover,28.200000000000003,percentage,20210519,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P12Q1_20181121_V01,P12Q1_20181121,vegetation cover,92.6,percentage,20181121,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P12Q1_20190604_V01,P12Q1_20190604,vegetation cover,14.799999999999999,percentage,20190604,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P12Q1_20191218_V01,P12Q1_20191218,vegetation cover,12.75,percentage,20191218,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P12Q1_20200519_V01,P12Q1_20200519,vegetation cover,18.900000000000002,percentage,20200519,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P12Q1_20201117_V01,P12Q1_20201117,vegetation cover,25.9,percentage,20201117,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P12Q1_20210519_V01,P12Q1_20210519,vegetation cover,31.4,percentage,20210519,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P12Q2_20181121_V01,P12Q2_20181121,vegetation cover,95.3,percentage,20181121,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P12Q2_20190604_V01,P12Q2_20190604,vegetation cover,13.700000000000001,percentage,20190604,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P12Q2_20191218_V01,P12Q2_20191218,vegetation cover,19.500000000000004,percentage,20191218,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P12Q2_20200519_V01,P12Q2_20200519,vegetation cover,31.500000000000004,percentage,20200519,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P12Q2_20201117_V01,P12Q2_20201117,vegetation cover,40.9,percentage,20201117,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P12Q2_20210519_V01,P12Q2_20210519,vegetation cover,52.80000000000001,percentage,20210519,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P12Q3_20181121_V01,P12Q3_20181121,vegetation cover,63.50000000000001,percentage,20181121,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P12Q3_20190604_V01,P12Q3_20190604,vegetation cover,23.2,percentage,20190604,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P12Q3_20191218_V01,P12Q3_20191218,vegetation cover,4.300000000000001,percentage,20191218,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P12Q3_20200519_V01,P12Q3_20200519,vegetation cover,12.999999999999996,percentage,20200519,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P12Q3_20201117_V01,P12Q3_20201117,vegetation cover,14.600000000000001,percentage,20201117,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P12Q3_20210519_V01,P12Q3_20210519,vegetation cover,20.599999999999998,percentage,20210519,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P12Q4_20181121_V01,P12Q4_20181121,vegetation cover,81.39999999999999,percentage,20181121,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P12Q4_20190604_V01,P12Q4_20190604,vegetation cover,6.15,percentage,20190604,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P12Q4_20191218_V01,P12Q4_20191218,vegetation cover,8.2,percentage,20191218,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P12Q4_20200519_V01,P12Q4_20200519,vegetation cover,24.499999999999996,percentage,20200519,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P12Q4_20201117_V01,P12Q4_20201117,vegetation cover,18.3,percentage,20201117,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P12Q4_20210519_V01,P12Q4_20210519,vegetation cover,25.000000000000004,percentage,20210519,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P12Q5_20181121_V01,P12Q5_20181121,vegetation cover,11.299999999999999,percentage,20181121,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P12Q5_20190604_V01,P12Q5_20190604,vegetation cover,14.139999999999999,percentage,20190604,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P12Q5_20191218_V01,P12Q5_20191218,vegetation cover,9.6,percentage,20191218,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P12Q5_20200519_V01,P12Q5_20200519,vegetation cover,13.1,percentage,20200519,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P12Q5_20201117_V01,P12Q5_20201117,vegetation cover,20,percentage,20201117,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P12Q5_20210519_V01,P12Q5_20210519,vegetation cover,15.4,percentage,20210519,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P12Q6_20181121_V01,P12Q6_20181121,vegetation cover,52.00000000000001,percentage,20181121,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P12Q6_20190604_V01,P12Q6_20190604,vegetation cover,62.76,percentage,20190604,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P12Q6_20191218_V01,P12Q6_20191218,vegetation cover,63.10000000000001,percentage,20191218,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P12Q6_20200519_V01,P12Q6_20200519,vegetation cover,58.50000000000001,percentage,20200519,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P12Q6_20201117_V01,P12Q6_20201117,vegetation cover,60.9,percentage,20201117,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P12Q6_20210519_V01,P12Q6_20210519,vegetation cover,59.800000000000004,percentage,20210519,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P12Q7_20181121_V01,P12Q7_20181121,vegetation cover,56.2,percentage,20181121,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P12Q7_20190604_V01,P12Q7_20190604,vegetation cover,60.1,percentage,20190604,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P12Q7_20191218_V01,P12Q7_20191218,vegetation cover,53.7,percentage,20191218,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P12Q7_20200519_V01,P12Q7_20200519,vegetation cover,54.80000000000001,percentage,20200519,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P12Q7_20201117_V01,P12Q7_20201117,vegetation cover,54.400000000000006,percentage,20201117,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P12Q7_20210519_V01,P12Q7_20210519,vegetation cover,65.4,percentage,20210519,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P12Q8_20181121_V01,P12Q8_20181121,vegetation cover,21.600000000000005,percentage,20181121,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P12Q8_20190604_V01,P12Q8_20190604,vegetation cover,20.71,percentage,20190604,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P12Q8_20191218_V01,P12Q8_20191218,vegetation cover,21.4,percentage,20191218,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P12Q8_20200519_V01,P12Q8_20200519,vegetation cover,19.5,percentage,20200519,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P12Q8_20201117_V01,P12Q8_20201117,vegetation cover,24.1,percentage,20201117,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P12Q8_20210519_V01,P12Q8_20210519,vegetation cover,38.2,percentage,20210519,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P14Q1_20181121_V01,P14Q1_20181121,vegetation cover,95.39999999999999,percentage,20181121,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P14Q1_20190604_V01,P14Q1_20190604,vegetation cover,17.9,percentage,20190604,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P14Q1_20191218_V01,P14Q1_20191218,vegetation cover,24.75,percentage,20191218,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P14Q1_20200519_V01,P14Q1_20200519,vegetation cover,61.9,percentage,20200519,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P14Q1_20201117_V01,P14Q1_20201117,vegetation cover,55.099999999999994,percentage,20201117,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P14Q1_20210519_V01,P14Q1_20210519,vegetation cover,75.4,percentage,20210519,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P14Q2_20181121_V01,P14Q2_20181121,vegetation cover,43.1,percentage,20181121,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P14Q2_20190604_V01,P14Q2_20190604,vegetation cover,17.600000000000005,percentage,20190604,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P14Q2_20191218_V01,P14Q2_20191218,vegetation cover,12.499999999999998,percentage,20191218,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P14Q2_20200519_V01,P14Q2_20200519,vegetation cover,18.900000000000002,percentage,20200519,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P14Q2_20201117_V01,P14Q2_20201117,vegetation cover,27.6,percentage,20201117,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P14Q2_20210519_V01,P14Q2_20210519,vegetation cover,17.800000000000004,percentage,20210519,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P14Q3_20181121_V01,P14Q3_20181121,vegetation cover,21.300000000000004,percentage,20181121,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P14Q3_20190604_V01,P14Q3_20190604,vegetation cover,15.499999999999998,percentage,20190604,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P14Q3_20191218_V01,P14Q3_20191218,vegetation cover,7.099999999999999,percentage,20191218,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P14Q3_20200519_V01,P14Q3_20200519,vegetation cover,14.500000000000002,percentage,20200519,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P14Q3_20201117_V01,P14Q3_20201117,vegetation cover,6.999999999999999,percentage,20201117,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P14Q3_20210519_V01,P14Q3_20210519,vegetation cover,10,percentage,20210519,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P14Q4_20181121_V01,P14Q4_20181121,vegetation cover,92,percentage,20181121,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P14Q4_20190604_V01,P14Q4_20190604,vegetation cover,16.2,percentage,20190604,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P14Q4_20191218_V01,P14Q4_20191218,vegetation cover,18.700000000000003,percentage,20191218,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P14Q4_20200519_V01,P14Q4_20200519,vegetation cover,60.60000000000001,percentage,20200519,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P14Q4_20201117_V01,P14Q4_20201117,vegetation cover,28.5,percentage,20201117,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P14Q4_20210519_V01,P14Q4_20210519,vegetation cover,45.40000000000001,percentage,20210519,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P14Q5_20181121_V01,P14Q5_20181121,vegetation cover,17.3,percentage,20181121,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P14Q5_20190604_V01,P14Q5_20190604,vegetation cover,5.5200000000000005,percentage,20190604,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P14Q5_20191218_V01,P14Q5_20191218,vegetation cover,8.6,percentage,20191218,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P14Q5_20200519_V01,P14Q5_20200519,vegetation cover,17.400000000000002,percentage,20200519,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P14Q5_20201117_V01,P14Q5_20201117,vegetation cover,14.899999999999999,percentage,20201117,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P14Q5_20210519_V01,P14Q5_20210519,vegetation cover,18.8,percentage,20210519,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P14Q6_20181121_V01,P14Q6_20181121,vegetation cover,101,percentage,20181121,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P14Q6_20190604_V01,P14Q6_20190604,vegetation cover,1.4100000000000001,percentage,20190604,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P14Q6_20191218_V01,P14Q6_20191218,vegetation cover,5.8,percentage,20191218,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P14Q6_20200519_V01,P14Q6_20200519,vegetation cover,13.099999999999998,percentage,20200519,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P14Q6_20201117_V01,P14Q6_20201117,vegetation cover,13.6,percentage,20201117,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P14Q6_20210519_V01,P14Q6_20210519,vegetation cover,20.500000000000004,percentage,20210519,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P14Q7_20181121_V01,P14Q7_20181121,vegetation cover,33,percentage,20181121,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P14Q7_20190604_V01,P14Q7_20190604,vegetation cover,23.020000000000003,percentage,20190604,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P14Q7_20191218_V01,P14Q7_20191218,vegetation cover,22.200000000000003,percentage,20191218,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P14Q7_20200519_V01,P14Q7_20200519,vegetation cover,21.700000000000003,percentage,20200519,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P14Q7_20201117_V01,P14Q7_20201117,vegetation cover,23,percentage,20201117,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P14Q7_20210519_V01,P14Q7_20210519,vegetation cover,45.5,percentage,20210519,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P14Q8_20181121_V01,P14Q8_20181121,vegetation cover,67,percentage,20181121,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P14Q8_20190604_V01,P14Q8_20190604,vegetation cover,9.329999999999998,percentage,20190604,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P14Q8_20191218_V01,P14Q8_20191218,vegetation cover,9.7,percentage,20191218,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P14Q8_20200519_V01,P14Q8_20200519,vegetation cover,20.000000000000004,percentage,20200519,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P14Q8_20201117_V01,P14Q8_20201117,vegetation cover,30.9,percentage,20201117,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
P14Q8_20210519_V01,P14Q8_20210519,vegetation cover,32.60000000000001,percentage,20210519,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
PR15Q1_20190424_V01,PR15Q1_20190424,vegetation cover,75.69999999999999,percentage,20190424,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
PR15Q1_20191218_V01,PR15Q1_20191218,vegetation cover,11.399999999999999,percentage,20191218,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
PR15Q1_20200519_V01,PR15Q1_20200519,vegetation cover,34.300000000000004,percentage,20200519,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
PR15Q1_20201117_V01,PR15Q1_20201117,vegetation cover,33.7,percentage,20201117,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
PR15Q1_20210519_V01,PR15Q1_20210519,vegetation cover,56.900000000000006,percentage,20210519,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
PR15Q2_20190424_V01,PR15Q2_20190424,vegetation cover,81.69999999999999,percentage,20190424,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
PR15Q2_20191218_V01,PR15Q2_20191218,vegetation cover,33.199999999999996,percentage,20191218,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
PR15Q2_20200519_V01,PR15Q2_20200519,vegetation cover,45.5,percentage,20200519,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
PR15Q2_20201117_V01,PR15Q2_20201117,vegetation cover,45.300000000000004,percentage,20201117,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
PR15Q2_20210519_V01,PR15Q2_20210519,vegetation cover,62.5,percentage,20210519,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
PR15Q3_20190424_V01,PR15Q3_20190424,vegetation cover,48.9,percentage,20190424,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
PR15Q3_20191218_V01,PR15Q3_20191218,vegetation cover,9.799999999999999,percentage,20191218,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
PR15Q3_20200519_V01,PR15Q3_20200519,vegetation cover,22.599999999999998,percentage,20200519,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
PR15Q3_20201117_V01,PR15Q3_20201117,vegetation cover,16.8,percentage,20201117,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
PR15Q3_20210519_V01,PR15Q3_20210519,vegetation cover,30.3,percentage,20210519,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
PR15Q4_20190424_V01,PR15Q4_20190424,vegetation cover,14.999999999999998,percentage,20190424,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
PR15Q4_20191218_V01,PR15Q4_20191218,vegetation cover,6,percentage,20191218,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
PR15Q4_20200519_V01,PR15Q4_20200519,vegetation cover,18.95,percentage,20200519,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
PR15Q4_20201117_V01,PR15Q4_20201117,vegetation cover,11.299999999999999,percentage,20201117,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
PR15Q4_20210519_V01,PR15Q4_20210519,vegetation cover,14.5,percentage,20210519,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
PR15Q5_20190424_V01,PR15Q5_20190424,vegetation cover,19.300000000000004,percentage,20190424,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
PR15Q5_20191218_V01,PR15Q5_20191218,vegetation cover,2.5000000000000004,percentage,20191218,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
PR15Q5_20200519_V01,PR15Q5_20200519,vegetation cover,17.4,percentage,20200519,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
PR15Q5_20201117_V01,PR15Q5_20201117,vegetation cover,13.599999999999998,percentage,20201117,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
PR15Q5_20210519_V01,PR15Q5_20210519,vegetation cover,14.799999999999999,percentage,20210519,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
PR15Q6_20190424_V01,PR15Q6_20190424,vegetation cover,83.4,percentage,20190424,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
PR15Q6_20191218_V01,PR15Q6_20191218,vegetation cover,4.499999999999999,percentage,20191218,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
PR15Q6_20200519_V01,PR15Q6_20200519,vegetation cover,18.099999999999998,percentage,20200519,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
PR15Q6_20201117_V01,PR15Q6_20201117,vegetation cover,13.9,percentage,20201117,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
PR15Q6_20210519_V01,PR15Q6_20210519,vegetation cover,32.300000000000004,percentage,20210519,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
PR15Q7_20190424_V01,PR15Q7_20190424,vegetation cover,39.2,percentage,20190424,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
PR15Q7_20191218_V01,PR15Q7_20191218,vegetation cover,2.4000000000000004,percentage,20191218,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
PR15Q7_20200519_V01,PR15Q7_20200519,vegetation cover,19.099999999999998,percentage,20200519,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
PR15Q7_20201117_V01,PR15Q7_20201117,vegetation cover,11.1,percentage,20201117,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
PR15Q7_20210519_V01,PR15Q7_20210519,vegetation cover,25.3,percentage,20210519,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
PR15Q8_20190424_V01,PR15Q8_20190424,vegetation cover,73.39999999999998,percentage,20190424,Sumatory of the specific vegetation cover ,https://vocabs.lter-europe.net/envthes/en/page/20537
